Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Summer Challenge: Athletics Tournament,2011,PS3,7th,Sony,0,0.03,0,0.04
Metal Max Returns,1995,SNES,4th,Nintendo,0,0,0.04,0.04
Shattered Union,2005,XB,6th,Microsoft,0.03,0.01,0,0.04
Mat Hoffman's Pro BMX 2,2002,GC,6th,Nintendo,0.03,0.01,0,0.04
Harley-Davidson: Road Trip,2010,Wii,7th,Nintendo,0.04,0,0,0.04
Gal*Gun,2011,X360,7th,Microsoft,0,0,0.04,0.04
MLB 2K12 / NBA 2K12 Combo Pack,2012,X360,7th,Microsoft,0.04,0,0,0.04
Zen-Nippon GT Senshuken,1995,SNES,4th,Nintendo,0,0,0.04,0.04
North American Hunting Extravaganza 2,2010,Wii,7th,Nintendo,0.03,0,0,0.04
City Builder,2010,Wii,7th,Nintendo,0.04,0,0,0.04
PD Ultraman Battle Collection 64,1999,N64,5th,Nintendo,0,0,0.04,0.04
Monaco Grand Prix,1999,N64,5th,Nintendo,0.03,0.01,0,0.04
Worms Armageddon,1999,N64,5th,Nintendo,0.03,0.01,0,0.04
Rally Challenge 2000,1999,N64,5th,Nintendo,0.03,0.01,0,0.04
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000,N64,5th,Nintendo,0.03,0.01,0,0.04
Deadly Arts,1998,N64,5th,Nintendo,0.03,0.01,0,0.04
Kikou Heidan J-Phoenix 2,2003,PS2,6th,Sony,0,0,0.04,0.04
Dragon's Lair 3D: Return to the Lair,2002,GC,6th,Nintendo,0.03,0.01,0,0.04
Worms 4: Mayhem,2005,XB,6th,Microsoft,0.03,0.01,0,0.04
Samurai Warriors 2: Empires,2007,X360,7th,Microsoft,0.03,0,0.01,0.04
Point Blank 2,1998,PS,5th,Sony,0.02,0.02,0,0.04
Test Drive: Ferrari Legends,2012,PS3,7th,Sony,0.04,0,0,0.04
Infamous: First Light,2014,PS4,8th,Sony,0,0.03,0,0.04
Imabikisou,2007,PS3,7th,Sony,0,0,0.04,0.04
One Piece: Burning Blood,2016,XOne,8th,Microsoft,0.03,0.01,0,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,2008,PS2,6th,Sony,0,0,0.04,0.04
Antz Extreme Racing,2002,PS2,6th,Sony,0.02,0.02,0,0.04
Atelier Iris 3: Grand Phantasm (JP Sales),2006,PS2,6th,Sony,0,0,0.04,0.04
Terraria,2014,XOne,8th,Microsoft,0,0.04,0,0.04
The Legend of Heroes: Trails in the Sky First Chapter,2012,PS3,7th,Sony,0,0,0.04,0.04
Go Diego Go!: Safari Rescue,2008,PS2,6th,Sony,0.02,0.02,0,0.04
Clannad,2006,PS2,6th,Sony,0,0,0.04,0.04
Nobunaga's Ambition: Sphere of Influence,2014,PS4,8th,Sony,0.03,0,0,0.04
Fisherman's Challenge,2003,PS2,6th,Sony,0.02,0.02,0,0.04
Deadliest Warrior: Ancient Combat,2012,PS3,7th,Sony,0.04,0,0,0.04
King of Fighters: Maximum Impact Regulation A,2007,PS2,6th,Sony,0,0,0.04,0.04
Star Ocean 5: Integrity and Faithlessness,2016,PS3,7th,Sony,0,0,0.04,0.04
Date A Live: Rine Utopia,2013,PS3,7th,Sony,0,0,0.04,0.04
Surf's Up,2007,PS3,7th,Sony,0.03,0,0,0.04
Fritz Chess,2009,PS3,7th,Sony,0,0.03,0,0.04
The Da Vinci Code,2006,XB,6th,Microsoft,0.03,0.01,0,0.04
Sacred Blaze,2009,PS2,6th,Sony,0,0,0.04,0.04
Thoroughbred Breeder II Plus,1995,PS,5th,Sony,0,0,0.04,0.04
Pure Pinball,2004,XB,6th,Microsoft,0.03,0.01,0,0.04
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,2010,Wii,7th,Nintendo,0,0,0.04,0.04
Shadow of the Colossus,2011,PS3,7th,Sony,0,0,0.04,0.04
Phantom Breaker,2011,X360,7th,Microsoft,0.02,0,0.02,0.04
Gummy Bears Mini Golf,2010,Wii,7th,Nintendo,0.04,0,0,0.04
Cyber Troopers Virtual-On Marz,2003,PS2,6th,Sony,0.02,0.01,0,0.04
Headhunter: Redemption,2004,PS2,6th,Sony,0.02,0.01,0,0.04
Bomberman: Act Zero,2006,X360,7th,Microsoft,0.04,0,0,0.04
Burnout Paradise: The Ultimate Box,2009,X360,7th,Microsoft,0,0.03,0,0.04
Stoked: Big Air Edition,2009,X360,7th,Microsoft,0.02,0.02,0,0.04
Syndicate Wars,1997,PS,5th,Sony,0.02,0.01,0,0.04
Herc's Adventures,1997,PS,5th,Sony,0.02,0.01,0,0.04
Twin Strike: Operation Thunder,2008,Wii,7th,Nintendo,0.04,0,0,0.04
BlazBlue: Chrono Phantasma Extend,2015,PS3,7th,Sony,0,0,0.04,0.04
Romance of the Three Kingdoms 13,2015,PS3,7th,Sony,0,0,0.04,0.04
SuperCar Challenge,2009,PS3,7th,Sony,0,0.03,0,0.04
Dreamfall: The Longest Journey,2006,XB,6th,Microsoft,0.03,0.01,0,0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,1995,SAT,5th,Sega,0,0,0.04,0.04
Zatch Bell! Mamodo Fury,2005,GC,6th,Nintendo,0.03,0.01,0,0.04
Dora's Big Birthday Adventure,2010,PS2,6th,Sony,0.02,0.01,0,0.04
PopStar Guitar,2008,PS2,6th,Sony,0.02,0.01,0,0.04
NHL Blades of Steel 2000,1999,PS,5th,Sony,0.02,0.01,0,0.04
Outlaw Volleyball Remixed,2004,PS2,6th,Sony,0.02,0.01,0,0.04
The Adventures of Darwin,2006,PS2,6th,Sony,0.01,0,0.03,0.04
Hyperdimension Neptunia Victory II,2015,PS4,8th,Sony,0,0,0.04,0.04
Pajama Sam: You are What You Eat From Your Head to Your Feet,2001,PS,5th,Sony,0.02,0.01,0,0.04
Brothers: A Tale of Two Sons,2015,XOne,8th,Microsoft,0.03,0.01,0,0.04
Warhammer: Dark Omen,1998,PS,5th,Sony,0.02,0.01,0,0.04
Colin McRae Rally 3,2002,XB,6th,Microsoft,0.03,0.01,0,0.04
Ballistic,1999,PS,5th,Sony,0.02,0.01,0,0.04
Song of the Deep,2016,XOne,8th,Microsoft,0.03,0,0,0.04
Gundam Battle Online,2001,DC,6th,Sega,0,0,0.04,0.04
Shonen Jump's One Piece: Grand Adventure,2006,GC,6th,Nintendo,0.03,0.01,0,0.04
Kevin Van Dam: Big Bass Challenge,2010,Wii,7th,Nintendo,0.04,0,0,0.04
Stolen,2005,PS2,6th,Sony,0.02,0.01,0,0.04
Monster High: New Ghoul in School,2015,X360,7th,Microsoft,0,0.04,0,0.04
Glacier2,2009,Wii,7th,Nintendo,0.04,0,0,0.04
Rugby Challenge 3,2016,PS4,8th,Sony,0,0.03,0,0.04
Memories Off 6: T-Wave,2008,PS2,6th,Sony,0,0,0.04,0.04
Superstars V8 Racing,2009,PS3,7th,Sony,0,0.02,0,0.04
Hatsune Miku: Project Diva X,2016,PS4,8th,Sony,0.01,0,0.02,0.04
Pro Race Driver,2003,XB,6th,Microsoft,0.03,0.01,0,0.04
Sleepover Party,2009,Wii,7th,Nintendo,0.03,0,0,0.04
Ide Yosuke no Mahjong Kazoku,1995,PS,5th,Sony,0,0,0.04,0.04
E.T. The Extra-Terrestrial: Interplanetary Mission,2001,PS,5th,Sony,0.02,0.01,0,0.04
Story Hour: Fairy Tales,2008,Wii,7th,Nintendo,0.04,0,0,0.04
Countdown Vampires,1999,PS,5th,Sony,0.02,0.01,0,0.04
Crypt Killer,1997,PS,5th,Sony,0.02,0.01,0,0.04
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,2002,PS2,6th,Sony,0,0,0.04,0.04
Battle Hunter,1999,PS,5th,Sony,0.02,0.01,0,0.04
PO'ed,1996,PS,5th,Sony,0.02,0.01,0,0.04
Adidas Power Soccer,1996,PS,5th,Sony,0.02,0.01,0,0.04
Darklight Conflict,1997,PS,5th,Sony,0.02,0.01,0,0.04
Rabbids Land,2012,WiiU,8th,Nintendo,0.02,0.01,0,0.04
Konami Arcade Classics,1999,PS,5th,Sony,0.02,0.01,0,0.04
Don Bradman Cricket 14,2015,XOne,8th,Microsoft,0,0.04,0,0.04
Echo Night Beyond,2004,PS2,6th,Sony,0.02,0.01,0,0.04
Shin Hayarigami,2014,PS3,7th,Sony,0,0,0.04,0.04
Jikkyou Powerful Major League,2006,GC,6th,Nintendo,0,0,0.04,0.04
Evolution Skateboarding,2002,GC,6th,Nintendo,0.03,0.01,0,0.04
Jikkyou World Soccer 2002,2002,PS2,6th,Sony,0,0,0.04,0.04
Tenshou Gakuen Gekkouroku,2006,PS2,6th,Sony,0,0,0.04,0.04
Ski-Doo Snowmobile Challenge,2009,X360,7th,Microsoft,0.03,0,0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,2008,PS3,7th,Sony,0,0,0.04,0.04
DuckTales: Remastered,2013,X360,7th,Microsoft,0.03,0,0,0.04
Resident Evil 6,2016,XOne,8th,Microsoft,0.03,0,0,0.04
Warriors Orochi 3,2014,XOne,8th,Microsoft,0.01,0.03,0,0.04
Ragnarok Odyssey,2014,PS3,7th,Sony,0.03,0.01,0,0.04
Rugby 08,2007,PS2,6th,Sony,0.02,0.01,0,0.04
Pia Carrot e Youkoso!! 2.5,2008,DC,6th,Sega,0,0,0.04,0.04
Cy Girls,2004,PS2,6th,Sony,0.02,0.01,0,0.04
Monster Hunter Frontier Online: Season 9.0,2010,X360,7th,Microsoft,0,0,0.04,0.04
Galaxy Fight,1994,SAT,5th,Sega,0,0,0.04,0.04
Chaos Wars,2006,PS2,6th,Sony,0,0,0.04,0.04
Steambot Chronicles,2005,PS2,6th,Sony,0.02,0.01,0,0.04
Mr. Driller,1999,PS,5th,Sony,0.02,0.01,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,2008,PS2,6th,Sony,0,0,0.04,0.04
Scaler,2004,GC,6th,Nintendo,0.03,0.01,0,0.04
NHL Legacy,2015,PS3,7th,Sony,0.03,0,0,0.04
Chaos;Head Noah,2009,X360,7th,Microsoft,0,0,0.04,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,2009,PS3,7th,Sony,0,0,0.04,0.04
Legasista,2012,PS3,7th,Sony,0,0,0.04,0.04
Fatal Fury: Battle Archives Volume 1,2006,PS2,6th,Sony,0.02,0.01,0,0.04
Rhapsody: A Musical Adventure,1998,PS,5th,Sony,0.02,0.01,0,0.04
NHL 16,2015,PS3,7th,Sony,0,0.03,0,0.04
Destiny: The Collection,2016,XOne,8th,Microsoft,0.01,0.02,0,0.04
Music Maker: Rockstar,2009,PS2,6th,Sony,0.02,0.01,0,0.04
Formula 1 06,2006,PS2,6th,Sony,0,0,0.04,0.04
Without Warning,2005,PS2,6th,Sony,0.02,0.01,0,0.04
Smashing Drive,2002,XB,6th,Microsoft,0.03,0.01,0,0.04
Fighting Vipers 2,2000,DC,6th,Sega,0,0,0.04,0.04
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,XB,6th,Microsoft,0.03,0.01,0,0.04
Sudoku Ball Detective,2009,Wii,7th,Nintendo,0.02,0.01,0,0.04
Castlevania: Lords of Shadow - Reverie,2011,PS3,7th,Sony,0.02,0.01,0,0.04
Beatdown: Fists of Vengeance,2005,XB,6th,Microsoft,0.03,0.01,0,0.04
Enchanted Arms (JP sales),2007,PS3,7th,Sony,0,0,0.04,0.04
Hakuouki: Zuisouroku,2009,PS2,6th,Sony,0,0,0.04,0.04
World Championship Pool 2004,2003,XB,6th,Microsoft,0.03,0.01,0,0.04
Derby Tsuku 5: Derby Uma o Tsukurou!,2006,PS2,6th,Sony,0,0,0.04,0.04
Jikkyou Powerful Major League 2009,2009,Wii,7th,Nintendo,0,0,0.04,0.04
SD Gundam Force: Showdown!,2004,PS2,6th,Sony,0.02,0.01,0,0.04
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,PS2,6th,Sony,0,0,0.04,0.04
Flow: Urban Dance Uprising,2005,PS2,6th,Sony,0.02,0.01,0,0.04
True Pinball,1996,PS,5th,Sony,0.02,0.01,0,0.04
RLH: Run Like Hell,2003,XB,6th,Microsoft,0.03,0.01,0,0.04
J-League Pro Striker 2,1994,GEN,4th,Sega,0,0,0.04,0.04
Obscure,2004,XB,6th,Microsoft,0.03,0.01,0,0.04
Super Robot Taisen: Scramble Commander the 2nd,2007,PS2,6th,Sony,0,0,0.04,0.04
Espgaluda II Black Label,2010,X360,7th,Microsoft,0,0,0.04,0.04
Winter Sports 3: The Great Tournament,2010,PS3,7th,Sony,0,0.03,0,0.04
Deception III: Dark Delusion,1999,PS,5th,Sony,0.02,0.01,0,0.04
Penguins of Madagascar,2014,WiiU,8th,Nintendo,0.01,0.02,0,0.04
Cook Wars,2009,Wii,7th,Nintendo,0.03,0,0,0.04
NHRA Drag Racing: Countdown to the Championship,2007,PS2,6th,Sony,0.02,0.01,0,0.04
Black Stone: Magic & Steel,2003,XB,6th,Microsoft,0.03,0.01,0,0.04
Assassin's Creed Chronicles: China,2015,PS4,8th,Sony,0,0.03,0,0.04
Harukanaru Toki no Naka de: Maihitoyo,2006,PS2,6th,Sony,0,0,0.04,0.04
Painkiller: Hell Wars,2006,XB,6th,Microsoft,0.03,0.01,0,0.04
FunkMaster Flex's Digital Hitz Factory,2003,PS2,6th,Sony,0.02,0.01,0,0.04
Greg Hastings Paintball 2,2010,PS3,7th,Sony,0.03,0,0,0.04
Batman: A Telltale Game Series,2016,PS4,8th,Sony,0.01,0.02,0,0.04
Castlevania Bloodlines,1994,GEN,4th,Sega,0,0,0.04,0.04
Rebel Raiders: Operation Nighthawk,2006,PS2,6th,Sony,0.02,0.01,0,0.03
Zenkoku Dekotora Matsuri,2008,Wii,7th,Nintendo,0,0,0.03,0.03
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,WiiU,8th,Nintendo,0.02,0.01,0,0.03
Fast & Furious: Showdown,2013,PS3,7th,Sony,0,0.03,0,0.03
Onechanbara Z Kagura,2013,PS3,7th,Sony,0,0,0.03,0.03
Marines: Modern Urban Combat,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,PS3,7th,Sony,0,0,0.03,0.03
Top Gun: Hard Lock,2012,PS3,7th,Sony,0,0.03,0,0.03
MX World Tour Featuring Jamie Little,2005,XB,6th,Microsoft,0.03,0.01,0,0.03
XBLAZE Code: Embryo,2013,PS3,7th,Sony,0.02,0,0.01,0.03
The Idolmaster: Gravure For You! Vol. 4,2012,PS3,7th,Sony,0,0,0.03,0.03
RedCard 20-03,2002,XB,6th,Microsoft,0.03,0.01,0,0.03
Asterix & Obelix: Kick Buttix,2004,PS2,6th,Sony,0.02,0.01,0,0.03
Radiant Silvergun,1998,SAT,5th,Sega,0,0,0.03,0.03
TOCA Race Driver 3,2006,XB,6th,Microsoft,0.03,0.01,0,0.03
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,PS2,6th,Sony,0,0,0.03,0.03
Maximum Racing: Drag & Stock Racer,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Resident Evil 4 HD,2016,PS4,8th,Sony,0.03,0,0,0.03
World Series of Poker: Tournament of Champions 2007 Edition,2006,PS2,6th,Sony,0.02,0.01,0,0.03
Tour de France 2014,2014,PS4,8th,Sony,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,PS3,7th,Sony,0,0,0.03,0.03
Rapala Tournament Fishing!,2006,X360,7th,Microsoft,0.03,0,0,0.03
Wangan Midnight,2007,PS3,7th,Sony,0,0,0.03,0.03
ESPN NBA 2Night 2002,2002,PS2,6th,Sony,0.02,0.01,0,0.03
Cabela's Dangerous Hunts 2,2005,GC,6th,Nintendo,0.03,0.01,0,0.03
Kekkaishi: Kokubourou no Kage,2007,Wii,7th,Nintendo,0,0,0.03,0.03
Trap Gunner: Countdown to Oblivion,1998,PS,5th,Sony,0.02,0.01,0,0.03
Suzumiya Haruhi no Tsuisou,2011,PS3,7th,Sony,0,0,0.03,0.03
Harukanaru Toki no Naka de Yumenoukihashi Special,2009,PS2,6th,Sony,0,0,0.03,0.03
Tsuyo Kiss: Mighty Heart,2006,PS2,6th,Sony,0,0,0.03,0.03
Gacharoku,2002,PS2,6th,Sony,0,0,0.03,0.03
SX Superstar,2003,GC,6th,Nintendo,0.03,0.01,0,0.03
Red Faction II,2003,GC,6th,Nintendo,0.03,0.01,0,0.03
Who Wants to be a Millionaire: 1st Edition,2007,Wii,7th,Nintendo,0,0.03,0,0.03
Battle Engine Aquila,2003,PS2,6th,Sony,0.02,0.01,0,0.03
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,PS3,7th,Sony,0,0,0.03,0.03
Special Forces: Nemesis Strike,2005,XB,6th,Microsoft,0.03,0.01,0,0.03
Women's Volleyball Championship,2007,PS2,6th,Sony,0,0,0.03,0.03
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Wii,7th,Nintendo,0,0,0.03,0.03
MX vs. ATV Supercross,2014,PS3,7th,Sony,0.02,0.01,0,0.03
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,PS2,6th,Sony,0,0,0.03,0.03
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,XOne,8th,Microsoft,0.02,0.01,0,0.03
Battle Assault 3 featuring Gundam Seed,2004,PS2,6th,Sony,0.02,0.01,0,0.03
Crimson Tears,2004,PS2,6th,Sony,0.02,0.01,0,0.03
Batman Forever: The Arcade Game,1996,PS,5th,Sony,0.02,0.01,0,0.03
Cabela's Outdoor Adventures,2005,GC,6th,Nintendo,0.03,0.01,0,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,PS3,7th,Sony,0,0,0.03,0.03
Game of Thrones (Telltale),2015,X360,7th,Microsoft,0.02,0.01,0,0.03
The Italian Job,2003,GC,6th,Nintendo,0.03,0.01,0,0.03
M&Ms Shell Shocked,2001,PS,5th,Sony,0.02,0.01,0,0.03
K-On! After School Live!! HD Ver.,2012,PS3,7th,Sony,0,0,0.03,0.03
Metal Gear Solid: The Essential Collection (JP sales),2007,PS2,6th,Sony,0,0,0.03,0.03
Young Justice: Legacy,2013,Wii,7th,Nintendo,0,0.03,0,0.03
3D Baseball,1996,PS,5th,Sony,0.02,0.01,0,0.03
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,PS2,6th,Sony,0,0,0.03,0.03
First Queen: Ornic Senki,1994,SNES,4th,Nintendo,0,0,0.03,0.03
Dream C Club Zero,2011,X360,7th,Microsoft,0,0,0.03,0.03
Tail Concerto,1998,PS,5th,Sony,0.02,0.01,0,0.03
The Sum of All Fears,2003,GC,6th,Nintendo,0.03,0.01,0,0.03
Night Head: The Labyrinth,1995,PS,5th,Sony,0,0,0.03,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,2015,PS4,8th,Sony,0,0,0.03,0.03
Gaia Saver Hero Saidai no Sakusen,1994,SNES,4th,Nintendo,0,0,0.03,0.03
EverBlue 2,2002,PS2,6th,Sony,0.02,0.01,0,0.03
"NASCAR Heat Evolution",2016,PS4,8th,Sony,0.03,0,0,0.03
Safari Adventures: Africa,2007,Wii,7th,Nintendo,0.03,0,0,0.03
Summer Athletics: The Ultimate Challenge,2008,X360,7th,Microsoft,0.02,0.01,0,0.03
Clannad,2011,PS3,7th,Sony,0,0,0.03,0.03
Maximum Racing: GP Classic Racing,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Rugby League Live 3,2015,PS3,7th,Sony,0,0.03,0,0.03
PowerSlave,1996,PS,5th,Sony,0.02,0.01,0,0.03
Project Gotham Racing 2 (JP weekly sales),2003,XB,6th,Microsoft,0,0,0.03,0.03
Ukiyo no Shishi,2015,PS3,7th,Sony,0,0,0.03,0.03
Jewel Master: Cradle of Rome,2008,Wii,7th,Nintendo,0.03,0,0,0.03
Beastly,2011,Wii,7th,Nintendo,0.03,0,0,0.03
Crash Time: Autobahn Pusuit,2008,X360,7th,Microsoft,0.03,0,0,0.03
YoKai Watch Dance: Just Dance Special Version,2015,WiiU,8th,Nintendo,0,0,0.03,0.03
Winning Post World,2009,PS2,6th,Sony,0,0,0.03,0.03
Super Hero Generation,2014,PS3,7th,Sony,0,0,0.03,0.03
.hack: Sekai no Mukou ni + Versus,2012,PS3,7th,Sony,0,0,0.03,0.03
Disney Sports Soccer,2002,GC,6th,Nintendo,0.03,0.01,0,0.03
Disney's Hide & Sneak,2003,GC,6th,Nintendo,0.03,0.01,0,0.03
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,PS2,6th,Sony,0,0,0.03,0.03
Raw Danger!,2006,PS2,6th,Sony,0.02,0.01,0,0.03
Monster Rancher Hop-A-Bout,2000,PS,5th,Sony,0.02,0.01,0,0.03
Accel World: Ginyoku no Kakusei,2012,PS3,7th,Sony,0,0,0.03,0.03
GunGriffon: Allied Strike,2004,XB,6th,Microsoft,0.02,0.01,0,0.03
BeatMania IIDX 14 Gold,2008,PS2,6th,Sony,0,0,0.03,0.03
PopCap Arcade Vol 2,2009,X360,7th,Microsoft,0.03,0,0,0.03
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,SAT,5th,Sega,0,0,0.03,0.03
Monster High: New Ghoul in School,2015,Wii,7th,Nintendo,0,0.03,0,0.03
Madou Monogatari,1998,SAT,5th,Sega,0,0,0.03,0.03
Tork: Prehistoric Punk,2005,XB,6th,Microsoft,0.02,0.01,0,0.03
Togainu no Chi: True Blood,2008,PS2,6th,Sony,0,0,0.03,0.03
Battle vs. Chess,2011,X360,7th,Microsoft,0,0.03,0,0.03
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,PS2,6th,Sony,0,0,0.03,0.03
Dragon's Dogma Online,2015,PS3,7th,Sony,0,0,0.03,0.03
Rampo,1995,SAT,5th,Sega,0,0,0.03,0.03
Atelier Sophie: The Alchemist of the Mysterious Book,2015,PS3,7th,Sony,0,0,0.03,0.03
SingStar Chartbreaker,2009,PS3,7th,Sony,0,0.02,0,0.03
Hiiro no Kakera 2: Hisui no Shizuku,2007,PS2,6th,Sony,0,0,0.03,0.03
Pro Yakyuu Spirits 5 Kanzenban,2008,PS3,7th,Sony,0,0,0.03,0.03
SingStar Fussballhits,2010,PS3,7th,Sony,0,0.02,0,0.03
Dance Factory,2006,PS2,6th,Sony,0.02,0.01,0,0.03
DragonHeart: Fire & Steel,1996,PS,5th,Sony,0.02,0.01,0,0.03
Nishijin Pachinko Monogatari 2,1996,SNES,4th,Nintendo,0,0,0.03,0.03
Chaos;Head - Love Chu*Chu!,2010,X360,7th,Microsoft,0,0,0.03,0.03
RoadKill,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
Mushihimesama Futari Ver 1.5,2009,X360,7th,Microsoft,0,0,0.03,0.03
F1 2002,2002,GC,6th,Nintendo,0.02,0.01,0,0.03
Pocket Fighter,1998,SAT,5th,Sega,0,0,0.03,0.03
Ojyousama Express,1998,SAT,5th,Sega,0,0,0.03,0.03
Guilty Gear XX Accent Core Plus,2009,Wii,7th,Nintendo,0.01,0.02,0,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,2015,PS3,7th,Sony,0,0,0.03,0.03
Hajime no Ippo: The Fighting! (2014),2014,PS3,7th,Sony,0,0,0.03,0.03
Eyeshield 21: Field Saikyou no Senshi Tachi,2007,Wii,7th,Nintendo,0,0,0.03,0.03
thinkSMART FAMILY!,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Stacked with Daniel Negreanu,2006,XB,6th,Microsoft,0.02,0.01,0,0.03
Otometeki Koi Kakumei * Love Revo,2006,PS2,6th,Sony,0,0,0.03,0.03
Phantasy Star Online 2 Episode 4: Deluxe Package,2017,PS4,8th,Sony,0,0,0.03,0.03
Dr. Muto,2002,GC,6th,Nintendo,0.02,0.01,0,0.03
Otomedius Gorgeous,2008,X360,7th,Microsoft,0,0,0.03,0.03
Egg Mania: Eggstreme Madness,2002,PS2,6th,Sony,0.02,0.01,0,0.03
Super Heroine Chronicle,2014,PS3,7th,Sony,0,0,0.03,0.03
Boot Camp Academy,2010,Wii,7th,Nintendo,0.03,0,0,0.03
Kiniro no Corda 3,2010,PS2,6th,Sony,0,0,0.03,0.03
Darkstalkers Resurrection,2013,PS3,7th,Sony,0,0,0.03,0.03
Highschool Terra Story,1998,SAT,5th,Sega,0,0,0.03,0.03
Suggoi! Arcana Heart 2,2009,PS2,6th,Sony,0,0,0.03,0.03
MotoGP 15,2015,XOne,8th,Microsoft,0,0.03,0,0.03
Puzzle & Action: Tant-R,1994,GEN,4th,Sega,0,0,0.03,0.03
Digimon World 4,2005,XB,6th,Microsoft,0.02,0.01,0,0.03
Galleon: Islands of Mystery,2004,XB,6th,Microsoft,0.02,0.01,0,0.03
World Sports Competition,2009,PS3,7th,Sony,0.02,0,0,0.03
Summon Night 6: Lost Borders,2016,PS4,8th,Sony,0,0,0.03,0.03
Sunny Garcia Surfing,2001,PS2,6th,Sony,0.02,0.01,0,0.03
MotorHead,1998,PS,5th,Sony,0.02,0.01,0,0.03
Shin Sangoku Musou Online: Kamishou Ranbu,2010,PS3,7th,Sony,0,0,0.03,0.03
Dancing Blade II: Tears of Eden,1999,PS,5th,Sony,0,0,0.03,0.03
Hiiro no Kakera 3: Aoikuro no Kusabi,2008,PS2,6th,Sony,0,0,0.03,0.03
BeatMania IIDX 13: DistorteD,2007,PS2,6th,Sony,0,0,0.03,0.03
Go! Go! Hypergrind,2003,GC,6th,Nintendo,0.02,0.01,0,0.03
Peak Performance,1997,PS,5th,Sony,0.02,0.01,0,0.03
Dance Dance Revolution: Hottest Party 5,2011,Wii,7th,Nintendo,0,0.03,0,0.03
Who Wants to be a Millionaire: 2nd Edition,2008,Wii,7th,Nintendo,0,0.03,0,0.03
S.L.A.I.: Steel Lancer Arena International,2005,PS2,6th,Sony,0.01,0.01,0,0.03
Freaky Flyers,2003,XB,6th,Microsoft,0.02,0.01,0,0.03
Zoboomafoo: Leapin' Lemurs!,2001,PS,5th,Sony,0.02,0.01,0,0.03
Dennou Senki Virtual-On Force,2010,X360,7th,Microsoft,0,0,0.03,0.03
Graffiti Kingdom,2004,PS2,6th,Sony,0.01,0.01,0,0.03
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,2014,WiiU,8th,Nintendo,0,0,0.03,0.03
Lethal Enforcers I & II,1996,PS,5th,Sony,0.02,0.01,0,0.03
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,X360,7th,Microsoft,0.01,0.02,0,0.03
Cabela's Big Game Hunter: Pro Hunts,2014,PS3,7th,Sony,0.03,0,0,0.03
Ducati World Racing Challenge,2001,PS,5th,Sony,0.02,0.01,0,0.03
Pop'n Music 14 Fever!,2007,PS2,6th,Sony,0,0,0.03,0.03
Senko no Ronde DUO,2010,X360,7th,Microsoft,0,0,0.03,0.03
Starshot: Space Circus Fever,1998,N64,5th,Nintendo,0.02,0.01,0,0.03
Charlie Blasts Territory,1999,N64,5th,Nintendo,0.02,0.01,0,0.03
Big Mountain 2000,1998,N64,5th,Nintendo,0.02,0.01,0,0.03
Daibakushou: Jinsei Gekijou,1995,SNES,4th,Nintendo,0,0,0.03,0.03
The Idolmaster: Gravure For You! Vol. 5,2012,PS3,7th,Sony,0,0,0.03,0.03
S.Y.K Renshouden,2010,PS2,6th,Sony,0,0,0.03,0.03
Konpeki no Kantai,1995,SNES,4th,Nintendo,0,0,0.03,0.03
D.C.I.F.: Da Capo Innocent Finale,2009,PS2,6th,Sony,0,0,0.03,0.03
